Date,Open,High,Low,Close,Adj Close,Volume
2020-10-12,54.099998,54.200001,53.900002,54.200001,53.173485,729647
2020-10-13,54.200001,55.200001,54.000000,54.599998,53.565910,1889458
2020-10-14,55.000000,55.200001,54.599998,55.000000,53.958336,567418
2020-10-15,54.799999,55.500000,54.599998,55.299999,54.252651,1451633
2020-10-18,55.599998,57.400002,55.599998,57.200001,56.116669,5580160
2020-10-19,57.299999,58.400002,56.799999,58.000000,56.901516,3076569
2020-10-20,57.500000,58.000000,56.299999,57.799999,56.705303,2225284
2020-10-21,58.000000,58.099998,56.500000,56.500000,55.429924,1047597
2020-10-22,56.500000,57.400002,56.400002,57.200001,56.116669,1321976
2020-10-25,57.000000,57.000000,54.000000,54.200001,53.173485,733326
2020-10-26,53.500000,55.000000,52.900002,54.000000,52.977272,1484811
2020-10-27,53.900002,54.000000,53.099998,54.000000,52.977272,609186
2020-10-28,54.000000,54.200001,53.200001,53.500000,52.486744,327079
2020-10-29,53.000000,53.099998,51.599998,51.599998,50.622726,828105
2020-11-01,51.500000,52.000000,50.900002,51.000000,50.034092,367943
2020-11-02,51.099998,52.099998,51.000000,51.599998,50.622726,636790
2020-11-03,52.000000,52.200001,51.500000,51.700001,50.720837,422743
2020-11-04,52.200001,53.200001,51.700001,52.900002,51.898109,517414
2020-11-05,53.000000,53.400002,52.500000,53.400002,52.388638,420307
2020-11-08,53.400002,54.099998,53.200001,54.000000,52.977272,313117
2020-11-09,54.000000,54.900002,54.000000,54.900002,53.860229,539497
2020-11-10,55.000000,55.200001,54.500000,54.500000,53.467804,840044
2020-11-11,54.599998,54.900002,54.000000,54.099998,53.075378,352514
2020-11-12,54.299999,54.299999,53.700001,53.900002,52.879169,236528
2020-11-15,54.000000,54.599998,53.900002,54.599998,53.565910,299234
2020-11-16,54.700001,54.900002,53.900002,53.900002,52.879169,447294
2020-11-17,54.099998,54.500000,53.900002,54.200001,53.173485,363093
2020-11-18,54.200001,54.500000,54.000000,54.500000,53.467804,276173
2020-11-19,54.200001,54.799999,54.200001,54.700001,53.664017,531150
2020-11-22,54.700001,54.900002,54.099998,54.099998,53.075378,361200
2020-11-23,54.000000,54.299999,53.900002,54.000000,52.977272,247857
2020-11-24,54.000000,54.299999,53.900002,53.900002,52.879169,283535
2020-11-25,54.299999,54.599998,54.000000,54.200001,53.173485,280370
2020-11-26,54.000000,54.299999,53.599998,54.299999,53.271591,400298
2020-11-29,54.000000,55.000000,54.000000,54.799999,53.762123,748731
2020-11-30,54.799999,55.900002,54.500000,55.900002,54.841290,1600691
2020-12-01,55.400002,55.900002,55.299999,55.900002,54.841290,540847
2020-12-02,55.500000,55.799999,54.700001,55.200001,54.154549,459381
2020-12-03,55.299999,56.000000,54.700001,55.500000,54.448864,943619
2020-12-06,56.000000,56.500000,55.200001,55.200001,54.154549,1523943
2020-12-07,54.900002,55.400002,54.299999,55.400002,54.350761,477927
2020-12-08,55.000000,55.500000,54.900002,55.000000,53.958336,416693
2020-12-09,54.900002,55.500000,54.900002,55.400002,54.350761,384921
2020-12-10,55.000000,55.200001,54.700001,54.700001,53.664017,217084
2020-12-13,54.799999,55.299999,54.799999,55.299999,54.252651,155710
2020-12-14,55.299999,55.299999,54.500000,54.599998,53.565910,319830
2020-12-15,54.900002,55.099998,54.599998,54.700001,53.664017,392767
2020-12-16,54.799999,55.000000,54.500000,54.799999,53.762123,370840
2020-12-17,54.700001,55.099998,54.599998,54.700001,53.664017,797661
2020-12-20,54.799999,54.900002,54.599998,54.599998,53.565910,181904
2020-12-21,53.799999,54.299999,53.299999,54.200001,53.173485,566363
2020-12-22,54.200001,54.900002,54.099998,54.900002,53.860229,192963
2020-12-23,54.900002,54.900002,54.500000,54.599998,53.565910,118217
2020-12-24,54.599998,54.900002,54.599998,54.900002,53.860229,150901
2020-12-27,54.900002,55.000000,54.599998,54.700001,53.664017,134968
2020-12-28,54.700001,54.900002,54.500000,54.900002,53.860229,138497
2020-12-29,55.000000,55.500000,54.599998,55.400002,54.350761,334734
2020-12-30,55.500000,55.799999,55.200001,55.500000,54.448864,597574
2020-12-31,55.400002,55.799999,54.900002,54.900002,53.860229,364107
2021-01-03,54.799999,54.900002,53.500000,54.000000,52.977272,350445
2021-01-04,54.200001,54.700001,53.000000,54.700001,53.664017,524694
2021-01-05,56.200001,57.000000,55.000000,55.900002,54.841290,5079391
2021-01-06,55.900002,55.900002,55.000000,55.299999,54.252651,763186
2021-01-07,55.000000,55.099998,54.599998,55.000000,53.958336,558948
2021-01-10,55.099998,55.299999,55.000000,55.099998,54.056438,359613
2021-01-11,55.200001,55.700001,54.900002,55.700001,54.645077,493710
2021-01-12,55.400002,55.500000,55.200001,55.400002,54.350761,327352
2021-01-13,55.299999,55.299999,55.000000,55.000000,53.958336,276835
2021-01-14,55.000000,55.000000,54.599998,54.700001,53.664017,488140
2021-01-17,54.700001,54.700001,54.200001,54.400002,53.369698,231511
2021-01-18,54.400002,54.700001,54.000000,54.500000,53.467804,364534
2021-01-19,54.700001,55.000000,54.400002,54.700001,53.664017,440465
2021-01-20,54.799999,54.799999,54.200001,54.200001,53.173485,469688
2021-01-21,54.400002,54.599998,54.200001,54.200001,53.173485,201098
2021-01-24,55.000000,55.000000,54.000000,54.200001,53.173485,590616
2021-01-25,54.700001,54.700001,54.000000,54.000000,52.977272,516312
2021-01-26,54.000000,54.200001,53.599998,54.000000,52.977272,407590
2021-01-27,54.099998,54.099998,53.400002,53.500000,52.486744,626112
2021-01-28,53.500000,54.000000,53.299999,54.000000,52.977272,325974
2021-01-31,53.900002,53.900002,53.000000,53.299999,52.290531,305074
2021-02-01,53.200001,53.599998,53.000000,53.000000,51.996212,334821
2021-02-02,53.200001,53.299999,52.000000,52.099998,51.113258,402710
2021-02-03,52.400002,52.400002,51.200001,51.500000,50.524624,428170
2021-02-04,51.400002,51.400002,50.500000,51.200001,50.230305,469125
2021-02-07,51.400002,52.099998,51.400002,51.599998,50.622726,526261
2021-02-08,51.799999,52.500000,51.700001,52.099998,51.113258,328719
2021-02-09,52.099998,52.700001,52.099998,52.200001,51.211365,406741
2021-02-10,52.500000,52.599998,51.900002,52.000000,51.015152,570578
2021-02-11,52.099998,52.099998,51.700001,51.700001,50.720837,369947
2021-02-14,51.700001,52.000000,51.599998,51.799999,50.818939,816695
2021-02-15,51.900002,52.000000,51.599998,51.700001,50.720837,643807
2021-02-16,52.000000,52.000000,51.500000,51.700001,50.720837,422761
2021-02-17,51.799999,52.000000,51.599998,51.599998,50.622726,484904
2021-02-18,51.599998,51.900002,51.400002,51.500000,50.524624,558200
2021-02-21,51.900002,51.900002,51.500000,51.799999,50.818939,316862
2021-02-22,51.799999,51.799999,51.500000,51.700001,50.720837,424122
2021-02-23,51.700001,51.900002,51.500000,51.500000,50.524624,711887
2021-02-24,51.599998,51.700001,51.000000,51.000000,50.034092,677502
2021-02-25,51.000000,51.500000,51.000000,51.000000,50.034092,620344
2021-02-28,50.799999,51.000000,50.400002,50.900002,49.935986,339752
2021-03-01,51.000000,51.000000,50.500000,50.500000,49.543560,327129
2021-03-02,50.599998,51.400002,50.599998,51.200001,50.230305,479573
2021-03-03,51.400002,51.400002,50.000000,50.700001,49.739773,1458240
2021-03-04,50.700001,50.900002,50.400002,50.400002,49.445457,464170
2021-03-07,50.900002,51.099998,50.599998,51.000000,50.034092,454575
2021-03-08,51.000000,51.200001,50.700001,50.799999,49.837879,469346
2021-03-09,51.000000,51.000000,50.500000,50.599998,49.641666,509871
2021-03-10,50.900002,51.000000,50.599998,51.000000,50.034092,429864
2021-03-11,51.000000,51.000000,50.599998,50.700001,49.739773,308678
2021-03-14,51.000000,51.099998,50.599998,51.099998,50.132195,768510
2021-03-15,51.099998,51.400002,51.000000,51.000000,50.034092,656483
2021-03-16,51.500000,51.799999,51.400002,51.500000,50.524624,1483050
2021-03-17,51.700001,52.000000,51.500000,52.000000,51.015152,1086104
2021-03-18,52.000000,52.000000,51.599998,51.700001,50.720837,858475
2021-03-21,51.500000,51.700001,51.299999,51.400002,50.426517,333566
2021-03-22,51.599998,51.799999,51.500000,51.599998,50.622726,377808
2021-03-23,51.799999,51.799999,51.500000,51.500000,50.524624,413612
2021-03-24,51.500000,52.599998,51.400002,52.099998,51.113258,1097812
2021-03-25,52.000000,52.200001,51.599998,51.599998,50.622726,470976
2021-03-28,51.799999,52.099998,51.599998,51.700001,50.720837,399733
2021-03-29,51.799999,52.000000,51.700001,52.000000,51.015152,327701
2021-03-30,52.000000,52.099998,51.799999,51.900002,50.917049,294992
2021-03-31,52.000000,52.500000,51.799999,52.000000,51.015152,1389115
2021-04-01,52.200001,52.400002,51.900002,52.400002,51.407578,667428
2021-04-04,52.400002,53.099998,52.200001,53.000000,51.996212,1244756
2021-04-05,53.000000,53.299999,52.700001,53.200001,52.192425,653517
2021-04-06,53.299999,53.400002,52.900002,53.000000,51.996212,752786
2021-04-07,53.000000,53.000000,53.000000,53.000000,51.996212,0
2021-04-08,53.099998,53.400002,52.799999,53.200001,52.192425,663328
2021-04-11,53.200001,53.200001,53.200001,53.200001,52.192425,0
2021-04-12,52.799999,53.099998,52.700001,52.900002,51.898109,632820
2021-04-13,53.000000,53.000000,52.700001,52.799999,51.799999,598029
2021-04-14,51.799999,52.000000,51.500000,52.000000,52.000000,411807
2021-04-15,51.900002,52.000000,51.599998,51.900002,51.900002,689854
2021-04-18,52.000000,52.099998,51.799999,51.900002,51.900002,373703
2021-04-19,51.900002,52.000000,51.799999,52.000000,52.000000,622922
2021-04-20,52.000000,52.500000,51.599998,52.400002,52.400002,892017
2021-04-21,52.500000,52.500000,51.700001,51.700001,51.700001,801759
2021-04-22,52.000000,52.000000,51.599998,52.000000,52.000000,473001
2021-04-25,52.000000,52.099998,51.700001,52.000000,52.000000,393550
2021-04-26,52.000000,52.500000,52.000000,52.400002,52.400002,904593
2021-04-27,52.400002,53.299999,52.299999,53.099998,53.099998,1408554
2021-04-28,53.400002,56.200001,53.299999,54.900002,54.900002,5279470
2021-04-29,54.900002,55.000000,53.599998,53.799999,53.799999,1190644
2021-05-02,53.599998,53.700001,53.200001,53.700001,53.700001,549089
2021-05-03,54.000000,55.000000,54.000000,54.500000,54.500000,1619923
2021-05-04,54.799999,55.200001,54.400002,54.799999,54.799999,1112086
2021-05-05,54.799999,55.099998,54.700001,54.799999,54.799999,891790
2021-05-06,54.700001,54.700001,53.700001,54.000000,54.000000,957789
2021-05-09,54.000000,54.500000,53.900002,54.400002,54.400002,484496
2021-05-10,54.500000,55.000000,54.200001,55.000000,55.000000,613008
2021-05-17,55.000000,55.599998,54.799999,55.299999,55.299999,759589
2021-05-18,55.299999,55.599998,54.700001,54.799999,54.799999,497710
2021-05-19,54.500000,54.799999,54.099998,54.599998,54.599998,455803
2021-05-20,54.500000,54.599998,54.099998,54.599998,54.599998,699928
2021-05-23,54.599998,54.599998,54.200001,54.500000,54.500000,406173
2021-05-24,54.500000,54.799999,54.299999,54.799999,54.799999,438559
2021-05-25,54.799999,55.099998,54.599998,54.900002,54.900002,812969
2021-05-26,54.700001,55.299999,54.700001,55.200001,55.200001,1116103
2021-05-27,55.200001,55.200001,54.500000,54.500000,54.500000,1294969
2021-05-30,54.599998,54.900002,54.500000,54.799999,54.799999,478465
2021-05-31,54.900002,55.200001,54.599998,55.200001,55.200001,714657
2021-06-01,55.299999,55.400002,55.000000,55.299999,55.299999,593444
2021-06-02,55.500000,57.200001,55.400002,57.000000,57.000000,2954181
2021-06-03,57.099998,57.700001,56.299999,56.500000,56.500000,1572503
2021-06-06,56.700001,57.299999,56.500000,57.099998,57.099998,976045
2021-06-07,57.200001,59.099998,56.799999,58.900002,58.900002,2338764
2021-06-08,59.000000,62.400002,59.000000,61.099998,61.099998,4441399
2021-06-09,61.200001,64.300003,61.200001,62.599998,62.599998,3436048
2021-06-10,62.599998,63.599998,62.099998,62.500000,62.500000,1114505
2021-06-13,62.500000,64.000000,61.900002,63.500000,63.500000,1127608
2021-06-14,63.200001,64.900002,62.599998,63.200001,63.200001,1634209
2021-06-15,63.200001,63.200001,61.799999,61.799999,61.799999,782204
2021-06-16,61.799999,62.099998,60.500000,61.500000,61.500000,633596
2021-06-17,61.500000,62.200001,61.200001,61.500000,61.500000,1011953
2021-06-20,61.500000,62.000000,61.000000,61.400002,61.400002,475760
2021-06-21,61.400002,63.099998,60.000000,62.400002,62.400002,1177201
2021-06-22,62.000000,62.900002,61.799999,61.799999,61.799999,409129
2021-06-23,62.500000,63.599998,61.799999,63.099998,63.099998,1473108
2021-06-24,63.099998,63.400002,62.400002,63.400002,63.400002,559266
2021-06-27,63.400002,63.400002,63.400002,63.400002,63.400002,0
2021-06-28,63.299999,63.700001,63.000000,63.700001,63.700001,408474
2021-06-29,63.500000,63.900002,62.900002,63.700001,63.700001,576295
2021-06-30,63.200001,63.500000,62.799999,63.400002,63.400002,417590
2021-07-01,63.200001,63.200001,62.799999,63.000000,63.000000,237359
2021-07-04,63.000000,63.000000,62.099998,62.400002,62.400002,612141
2021-07-05,62.099998,62.099998,61.000000,62.000000,62.000000,523461
2021-07-06,62.000000,62.000000,60.799999,60.799999,60.799999,319598
2021-07-07,60.799999,60.799999,58.799999,60.299999,60.299999,922919
2021-07-08,60.000000,60.000000,58.799999,59.900002,59.900002,441212
2021-07-11,59.900002,59.900002,57.799999,58.299999,58.299999,671918
2021-07-12,58.000000,58.900002,57.299999,57.700001,57.700001,575170
2021-07-13,57.700001,58.599998,57.700001,58.599998,58.599998,378291
2021-07-14,58.599998,58.599998,57.400002,57.799999,57.799999,540830
2021-07-15,58.299999,59.900002,57.799999,58.900002,58.900002,563874
2021-07-25,59.900002,59.900002,58.900002,59.000000,59.000000,261278
2021-07-26,59.200001,59.500000,58.000000,58.599998,58.599998,341997
2021-07-27,58.400002,58.799999,58.000000,58.500000,58.500000,437203
2021-07-28,58.500000,58.500000,58.200001,58.500000,58.500000,319181
2021-07-29,58.500000,58.799999,58.500000,58.700001,58.700001,257065
2021-08-01,59.000000,59.200001,58.299999,58.299999,58.299999,313288
2021-08-02,58.799999,58.799999,57.500000,58.500000,58.500000,706476
2021-08-03,58.500000,58.500000,56.900002,57.400002,57.400002,1209777
2021-08-04,57.400002,57.400002,55.799999,55.799999,55.799999,809140
2021-08-05,55.799999,57.299999,55.799999,57.000000,57.000000,1373213
2021-08-08,57.500000,57.500000,56.700001,56.799999,56.799999,277412
2021-08-09,56.900002,56.900002,56.000000,56.200001,56.200001,320195
2021-08-10,56.200001,57.299999,56.200001,57.099998,57.099998,389159
2021-08-11,57.099998,57.099998,56.299999,56.799999,56.799999,253953
2021-08-12,56.799999,56.799999,56.000000,56.000000,56.000000,434909
2021-08-15,56.000000,56.400002,55.900002,56.099998,56.099998,392371
2021-08-16,56.099998,56.400002,55.799999,56.099998,56.099998,340565
2021-08-17,55.799999,56.500000,55.700001,56.500000,56.500000,284851
2021-08-18,56.400002,57.099998,56.200001,56.799999,56.799999,332975
2021-08-19,56.500000,56.500000,55.900002,55.900002,55.900002,294943
2021-08-22,55.599998,56.099998,55.299999,55.599998,55.599998,368605
